AwardId,Name,CityName,ZipCode,PhoneNumber,StreetAddress,CountryName,StateName,StateCode,EmailAddress,CountryFlag
1141096,"Virginia Polytechnic Institute and State University",BLACKSBURG,240610001,5402315281,"Sponsored Programs 0170","United States",Virginia,VA,NULL,NULL
1141281,"Bennington College",Bennington,052016003,8024425401,"Route 67A","United States",Vermont,VT,NULL,NULL
1141916,"Colorado State University","Fort Collins",805232002,9704916355,"601 S Howes St","United States",Colorado,CO,NULL,NULL
1142126,"Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States",Pennsylvania,PA,NULL,NULL
1142518,"Washington University","SAINT LOUIS",631304899,3148895100,"ONE BROOKINGS DRIVE, CAMPUS BOX","United States",Missouri,MO,NULL,NULL
1143514,"Clemson University",CLEMSON,296340001,8646562424,"300 BRACKETT HALL","United States","South Carolina",SC,NULL,NULL
1143523,"University of Illinois at Urbana-Champaign",CHAMPAIGN,618207473,2173332187,"SUITE A","United States",Illinois,IL,NULL,NULL
1144119,"University of California-Davis",Davis,956180000,5307547700,"OR/Sponsored Programs","United States",California,CA,NULL,NULL
1144162,"University of Kansas Center for Research Inc",LAWRENCE,660457568,7858643441,"2385 IRVING HILL RD","United States",Kansas,KS,NULL,NULL
1144739,"Homburg Janelle M",Palisades,109648000,NULL,NULL,"United States","New York",NY,NULL,NULL
1144883,"Mikesell Thomas D",Boise,837063732,NULL,NULL,"United States",Idaho,ID,NULL,NULL
1145118,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1145616,"Colorado State University","Fort Collins",805232002,9704916355,"601 S Howes St","United States",Colorado,CO,NULL,NULL
1145988,"Montana State University",BOZEMAN,597172470,4069942381,"309 MONTANA HALL","United States",Montana,MT,NULL,NULL
1146206,"Carnegie Institution of Washington",WASHINGTON,200051910,2023876400,"1530 P ST NW","United States","District of Columbia",DC,NULL,NULL
1146283,"University of Wyoming",Laramie,820712000,3077665320,"1000 E. University Avenue","United States",Wyoming,WY,NULL,NULL
1147498,"Baylor College of Medicine",HOUSTON,770303411,7137981297,"ONE BAYLOR PLAZA","United States",Texas,TX,NULL,NULL
1148129,"University of Pennsylvania",Philadelphia,191046205,2158987293,"Research Services","United States",Pennsylvania,PA,NULL,NULL
1148776,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1150235,"Emory University",ATLANTA,303221620,4047272503,"1599 Clifton Rd NE, 4th Floor","United States",Georgia,GA,NULL,NULL
1151450,"University of South Alabama",Mobile,366880002,2514606333,"307 University Boulevard","United States",Alabama,AL,NULL,NULL
1152415,"SUNY at Stony Brook","STONY BROOK",117943362,6316329949,"WEST 5510 FRK MEL LIB","United States","New York",NY,NULL,NULL
1153264,"Trustees of Boston University",BOSTON,022151300,6173534365,"881 COMMONWEALTH AVE","United States",Massachusetts,MA,NULL,NULL
1153294,"Clemson University",CLEMSON,296340001,8646562424,"300 BRACKETT HALL","United States","South Carolina",SC,NULL,NULL
1153905,"Association For Women in Mathematics",Fairfax,220306078,7039340163,"11240 Waples Mill Rd","United States",Virginia,VA,NULL,NULL
1154222,"Goshen College",Goshen,465264724,5745357503,"1700 South Main Street","United States",Indiana,IN,NULL,NULL
1154315,"St Mary's College of Maryland","St. Marys City",206863001,2408954192,"18952 E. Fisher Road","United States",Maryland,MD,NULL,NULL
1156171,"Johns Hopkins University",Baltimore,212182608,4105168668,"3400 N CHARLES ST","United States",Maryland,MD,NULL,NULL
1156512,"CUNY City College","New York",100319101,2126505418,"Convent Ave at 138th St","United States","New York",NY,NULL,NULL
1157463,"Johns Hopkins University",Baltimore,212182608,4105168668,"3400 N CHARLES ST","United States",Maryland,MD,NULL,NULL
1157490,"Florida State University",TALLAHASSEE,323064166,8506445260,"874 Traditions Way, 3rd Floor","United States",Florida,FL,NULL,NULL
1157698,"University of Michigan Ann Arbor","Ann Arbor",481091274,7347636438,"3003 South State St.","United States",Michigan,MI,NULL,NULL
1158206,"University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG","United States",Maryland,MD,NULL,NULL
1158629,"Pang Kevin S",Kaneohe,967444748,NULL,NULL,"United States",Hawaii,HI,NULL,NULL
1158710,"Martin Jennifer",Brooklyn,112014596,NULL,NULL,"United States","New York",NY,NULL,NULL
1158727,"Peevey Tanya R",Boulder,803011430,NULL,NULL,"United States",Colorado,CO,NULL,NULL
1158803,"University of Chicago",Chicago,606375418,7737028669,"5801 South Ellis Avenue","United States",Illinois,IL,NULL,NULL
1158812,"Barton Andrew D",Cambridge,021394307,NULL,NULL,"United States",Massachusetts,MA,NULL,NULL
1158882,"Comstock Allyson",Opelika,368014207,NULL,NULL,"United States",Alabama,AL,NULL,NULL
1158885,"Surgent April",Seattle,981182409,NULL,NULL,"United States",Washington,WA,NULL,NULL
1158966,"Banet Amanda I","Miami Beach",331398474,NULL,NULL,"United States",Florida,FL,NULL,NULL
1158968,"Reichert Michael S",Columbia,652117400,NULL,NULL,"United States",Missouri,MO,NULL,NULL
1159008,"Lockett Alan J",Austin,787490000,NULL,NULL,"United States",Texas,TX,NULL,NULL
1159045,"Wyser Benjamin J",Athens,306061848,NULL,NULL,"United States",Georgia,GA,NULL,NULL
1159088,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1159089,"Foust Amanda J",Hamden,065173449,NULL,NULL,"United States",Connecticut,CT,NULL,NULL
1159099,"Manhattanville College",Purchase,105772131,9143235262,"2900 Purchase Street","United States","New York",NY,NULL,NULL
1159100,"Kirtland Sandra E",Encinitas,920243637,NULL,NULL,"United States",California,CA,NULL,NULL
1159118,"Jack Allison L",Ithaca,148532801,NULL,NULL,"United States","New York",NY,NULL,NULL
1159123,"McDonald Birgitte I","La Jolla",920930204,NULL,NULL,"United States",California,CA,NULL,NULL
1159168,"Thoma Brent P",Lafayette,705041289,NULL,NULL,"United States",Louisiana,LA,NULL,NULL
1159189,"Hollingsworth Javoris V","Baton Rouge",708208310,NULL,NULL,"United States",Louisiana,LA,NULL,NULL
1159206,"Stamps Matthew T",Davis,956164764,NULL,NULL,"United States",California,CA,NULL,NULL
1159236,"Wilson Shomir","College Park",207403155,NULL,NULL,"United States",Maryland,MD,NULL,NULL
1159509,"Hembry David H",Berkeley,947203114,NULL,NULL,"United States",California,CA,NULL,NULL
1160753,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1160854,"Michigan Technological University",Houghton,499311295,9064871885,"1400 Townsend Drive","United States",Michigan,MI,NULL,NULL
1160956,"Elmhurst College",Elmhurst,601263296,6306176470,"190 Prospect","United States",Illinois,IL,NULL,NULL
1161311,"Louisiana State University & Agricultural and Mechanical College","Baton Rouge",708032701,2255782760,"202 Himes Hall","United States",Louisiana,LA,NULL,NULL
1161353,"Baton Rouge Community College","Baton Rouge",708064129,2252168723,"201 Community College Dr.","United States",Louisiana,LA,NULL,NULL
1161523,"University of Arizona",TUCSON,857210001,5206266000,"888 N Euclid Ave","United States",Arizona,AZ,NULL,NULL
1200838,"Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States",Pennsylvania,PA,NULL,NULL
1202267,"Augsburg College",Minneapolis,554541338,6123301184,"2211 Riverside Avenue","United States",Minnesota,MN,NULL,NULL
1202716,"Olivas Paulo C",Miami,331992516,NULL,NULL,"United States",Florida,FL,NULL,NULL
1202736,"Shapiro Lori R","University Park",168029976,NULL,NULL,"United States",Pennsylvania,PA,NULL,NULL
1202759,"Zylberberg Maxine",Davis,956163708,NULL,NULL,"United States",California,CA,NULL,NULL
1202761,"Barbosa Flavia A",Columbia,652117400,NULL,NULL,"United States",Missouri,MO,NULL,NULL
1202776,"Toomey Matthew B",Tempe,852815456,NULL,NULL,"United States",Arizona,AZ,NULL,NULL
1202801,"Hulshof Catherine M",Tucson,857210001,NULL,NULL,"United States",Arizona,AZ,NULL,NULL
1202813,"Zee Peter C",Bloomington,474057005,NULL,NULL,"United States",Indiana,IN,NULL,NULL
1202827,"University of New Hampshire",Durham,038243585,6038622001,"51 COLLEGE RD SERVICE BLDG 107","United States","New Hampshire",NH,NULL,NULL
1202838,"Runcie Daniel",Durham,277054246,NULL,NULL,"United States","North Carolina",NC,NULL,NULL
1202865,"Penn Kevin M","San Diego",921306904,NULL,NULL,"United States",California,CA,NULL,NULL
1202869,"Going Barbara M","Elk Grove",957581138,NULL,NULL,"United States",California,CA,NULL,NULL
1202873,"Wood Hannah M",Berkeley,947042031,NULL,NULL,"United States",California,CA,NULL,NULL
1202884,"Nasrallah Chris A",Berkeley,947203140,NULL,NULL,"United States",California,CA,NULL,NULL
1202892,"Mordecai Erin A","Santa Barbara",931013086,NULL,NULL,"United States",California,CA,NULL,NULL
1203434,"University of Maine",ORONO,044695717,2075811484,"5717 Corbett Hall","United States",Maine,ME,NULL,NULL
1203631,"Holmes Kevin J",Atlanta,303081283,NULL,NULL,"United States",Georgia,GA,NULL,NULL
1203769,"Thomas Jefferson Institute for the Study of World Politics",Washington,200031841,2025488556,"160 N Carolina Ave SE","United States","District of Columbia",DC,NULL,NULL
1203772,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1203773,"University of Florida",GAINESVILLE,326112002,3523923516,"1 UNIVERSITY OF FLORIDA","United States",Florida,FL,NULL,NULL
1203823,"CUNY Graduate School University Center","New York",100164309,2128177523,"365 Fifth Avenue","United States","New York",NY,NULL,NULL
1203861,"Ohio State University",Columbus,432101016,6142923805,"Office of Sponsored Programs","United States",Ohio,OH,NULL,NULL
1203874,"University of Arizona",TUCSON,857210001,5206266000,"888 N Euclid Ave","United States",Arizona,AZ,NULL,NULL
1203959,"Oregon State University",Corvallis,973318507,5417374933,"OREGON STATE UNIVERSITY","United States",Oregon,OR,NULL,NULL
1203990,"University of California-Santa Cruz","SANTA CRUZ",950641077,8314595278,"1156 High Street","United States",California,CA,NULL,NULL
1204020,"Idaho State University",Pocatello,832098046,2082822592,"921 South 8th Avenue, Stop 8046","United States",Idaho,ID,NULL,NULL
1204033,"Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States",Pennsylvania,PA,NULL,NULL
1204050,"Koffman Bess G",Orono,044690001,NULL,NULL,"United States",Maine,ME,NULL,NULL
1204079,"University of South Florida",Tampa,336129446,8139745465,"3702 Spectrum Blvd.","United States",Florida,FL,NULL,NULL
1204171,"Jaker Alessandro M","New Brighton",551121535,NULL,NULL,"United States",Minnesota,MN,NULL,NULL
1204181,"Kelley Amanda L",Portland,972173733,NULL,NULL,"United States",Oregon,OR,NULL,NULL
1204202,"University of Alaska Fairbanks Campus",Fairbanks,997757270,9074741851,"West Ridge Research Bldg 008","United States",Alaska,AK,NULL,NULL
1204233,"University of Alaska Fairbanks Campus",Fairbanks,997757270,9074741851,"West Ridge Research Bldg 008","United States",Alaska,AK,NULL,NULL
1204380,"University of Central Florida",ORLANDO,328168005,4078821120,"4000 CNTRL FLORIDA BLVD","United States",Florida,FL,NULL,NULL
1204445,"University of Florida",GAINESVILLE,326112002,3523923516,"1 UNIVERSITY OF FLORIDA","United States",Florida,FL,NULL,NULL
1204474,"Michigan Technological University",Houghton,499311295,9064871885,"1400 Townsend Drive","United States",Michigan,MI,NULL,NULL
1204553,"Clark State Community College",Springfield,455054749,5133250691,"570 East Leffels Lane","United States",Ohio,OH,NULL,NULL
1204572,"University of Hawaii",HONOLULU,968222234,8089567800,"2440 Campus Road, Box 368","United States",Hawaii,HI,NULL,NULL
1204666,"Pennsylvania State Univ University Park","UNIVERSITY PARK",168027000,8148651372,"110 Technology Center Building","United States",Pennsylvania,PA,NULL,NULL
1204752,"University of Miami Rosenstiel School of Marine&Atmospheric Sci","KEY BISCAYNE",331491031,3054214089,"4600 RICKENBACKER CSWY","United States",Florida,FL,NULL,NULL
1204762,"Florida International University",Miami,331990001,3053482494,"11200 SW 8TH ST","United States",Florida,FL,NULL,NULL
1204780,"University of Pennsylvania",Philadelphia,191046205,2158987293,"Research Services","United States",Pennsylvania,PA,NULL,NULL
1204952,"Southern West Virginia Community College","Mount Gay",256372900,3048967439,"Dempsey Branch Road","United States","West Virginia",WV,NULL,NULL
1204981,"Contra Costa Community College","San Pablo",948063166,5102357800,"2600 Mission Bell Drive","United States",California,CA,NULL,NULL
1205389,"Smithsonian Institution Astrophysical Observatory",Cambridge,021381516,6174967924,"60 Garden St","United States",Massachusetts,MA,NULL,NULL
1205642,"Virginia Polytechnic Institute and State University",BLACKSBURG,240610001,5402315281,"Sponsored Programs 0170","United States",Virginia,VA,NULL,NULL
1205921,"University of California-San Diego","La Jolla",920930934,8585344896,"Office of Contract & Grant Admin","United States",California,CA,NULL,NULL
1205930,"University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,8585341293,"8602 La Jolla Shores Dr","United States",California,CA,NULL,NULL
1206274,"Geological Society of America Today",BOULDER,803011180,3033571000,"3300 PENROSE PL","United States",Colorado,CO,NULL,NULL
1206290,"University of Oregon Eugene",EUGENE,974035219,5413465131,"5219 UNIVERSITY OF OREGON","United States",Oregon,OR,NULL,NULL
1207065,"University of Central Florida",ORLANDO,328168005,4078821120,"4000 CNTRL FLORIDA BLVD","United States",Florida,FL,NULL,NULL
1207298,"Santa Clara University","Santa Clara",950530250,4085544764,"500 El Camino Real","United States",California,CA,NULL,NULL
1208369,"University of Michigan Ann Arbor","Ann Arbor",481091274,7347636438,"3003 South State St.","United States",Michigan,MI,NULL,NULL
1212593,"University of Alaska Fairbanks Campus",Fairbanks,997757270,9074741851,"West Ridge Research Bldg 008","United States",Alaska,AK,NULL,NULL
1212951,"University of California-Los Angeles","LOS ANGELES",900952000,3107940102,"11000 Kinross Avenue, Suite 211","United States",California,CA,NULL,NULL
1213082,"University of North Carolina at Chapel Hill","CHAPEL HILL",275991350,9199663411,"104 AIRPORT DR STE 2200","United States","North Carolina",NC,NULL,NULL
1213683,"Florida International University",Miami,331990001,3053482494,"11200 SW 8TH ST","United States",Florida,FL,NULL,NULL
1216109,"University of Hawaii",HONOLULU,968222234,8089567800,"2440 Campus Road, Box 368","United States",Hawaii,HI,NULL,NULL
1216399,"University of Alaska Anchorage Campus",ANCHORAGE,995084614,9077861065,"3211 PROVIDENCE DRIVE","United States",Alaska,AK,NULL,NULL
1216825,"University of Illinois at Chicago",CHICAGO,606127205,3129962862,"809 S MARSHFIELD RM 608","United States",Illinois,IL,NULL,NULL
1217048,"Massachusetts Institute of Technology",Cambridge,021394301,6172531000,"77 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1218683,"University of Washington",SEATTLE,981959472,2065434043,"4333 Brooklyn Ave NE","United States",Washington,WA,NULL,NULL
1218872,"Rutgers University New Brunswick","NEW BRUNSWICK",089018559,8489320150,"3 RUTGERS PLAZA","United States","New Jersey",NJ,NULL,NULL
1218977,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1219369,"University of Maryland College Park","COLLEGE PARK",207425141,3014056269,"3112 LEE BLDG","United States",Maryland,MD,NULL,NULL
1219382,"University of Delaware",Newark,197162553,3028312136,"210 Hullihen Hall","United States",Delaware,DE,NULL,NULL
1219390,"Yale University","New Haven",065208047,2037854689,"P.O. Box 208047","United States",Connecticut,CT,NULL,NULL
1219586,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1220300,"Board of Regents, NSHE, obo University of Nevada, Reno",Reno,895570325,7757844040,"1664 North Virginia Street","United States",Nevada,NV,NULL,NULL
1220381,"University of Washington",SEATTLE,981959472,2065434043,"4333 Brooklyn Ave NE","United States",Washington,WA,NULL,NULL
1220664,"Western Washington University",Bellingham,982259038,3606502884,"516 High Street","United States",Washington,WA,NULL,NULL
1222456,"University of Florida",GAINESVILLE,326112002,3523923516,"1 UNIVERSITY OF FLORIDA","United States",Florida,FL,NULL,NULL
1223825,"Georgetown University",Washington,200571789,2026250100,"37th & O St N W","United States","District of Columbia",DC,NULL,NULL
1224661,"American Association For Advancement Science",WASHINGTON,200053928,2023266400,"1200 NEW YORK AVENUE, N.W.","United States","District of Columbia",DC,NULL,NULL
1224720,"Bucknell University",LEWISBURG,178372111,5705771500,"7TH & MOORE AVE","United States",Pennsylvania,PA,NULL,NULL
1225630,"University of Michigan Ann Arbor","Ann Arbor",481091274,7347636438,"3003 South State St.","United States",Michigan,MI,NULL,NULL
1225669,"Kenyon College",Gambier,430229623,7404275114,"22 Ransom Hall","United States",Ohio,OH,NULL,NULL
1225741,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1225801,"Diaz Julia M",Cambridge,021391613,NULL,NULL,"United States",Massachusetts,MA,NULL,NULL
1225810,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1225817,"Elliott David T",Cambridge,216133663,NULL,NULL,"United States",Maryland,MD,NULL,NULL
1226165,"Yelton Alexis P",Berkeley,947052045,NULL,NULL,"United States",California,CA,NULL,NULL
1226209,"Lasley Rachel S",Atlanta,303320230,NULL,NULL,"United States",Georgia,GA,NULL,NULL
1226303,"Yale University","New Haven",065208047,2037854689,"P.O. Box 208047","United States",Connecticut,CT,NULL,NULL
1226353,"University of California-San Diego","La Jolla",920930934,8585344896,"Office of Contract & Grant Admin","United States",California,CA,NULL,NULL
1226386,"University of California-Davis",Davis,956180000,5307547700,"OR/Sponsored Programs","United States",California,CA,NULL,NULL
1226406,"Giddings Sarah N",Seattle,981957940,NULL,NULL,"United States",Washington,WA,NULL,NULL
1226741,"University of California-Santa Barbara","SANTA BARBARA",931062050,8058934188,"Office of Research","United States",California,CA,NULL,NULL
1226825,"University South Carolina Research Foundation",COLUMBIA,292080001,8037777093,"901 Sumter Street","United States","South Carolina",SC,NULL,NULL
1226941,"Bowdoin College",Brunswick,040111845,2077253767,"6000 COLLEGE STA","United States",Maine,ME,NULL,NULL
1227122,"University of Georgia Research Foundation Inc",ATHENS,306025016,7065425939,"200 D.W. Brooks Drive","United States",Georgia,GA,NULL,NULL
1228512,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1229107,"Langston University",Langston,730500907,4054663201,"Box 907","United States",Oklahoma,OK,NULL,NULL
1229702,"Trinity University","San Antonio",782127200,2109997413,"One Trinity Place","United States",Texas,TX,NULL,NULL
1230203,"University of Wyoming",Laramie,820712000,3077665320,"1000 E. University Avenue","United States",Wyoming,WY,NULL,NULL
1230292,"Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States",Indiana,IN,NULL,NULL
1230794,"University of Texas at Austin",Austin,787121532,5124716424,"101 E. 27th Street, Suite 5.300","United States",Texas,TX,NULL,NULL
1231155,"Orland Ian J",Madison,537061692,NULL,NULL,"United States",Wisconsin,WI,NULL,NULL
1231156,"Seigel Robert B","Fort Collins",805231371,NULL,NULL,"United States",Colorado,CO,NULL,NULL
1231193,"Stern Daniel P","State College",168014335,NULL,NULL,"United States",Pennsylvania,PA,NULL,NULL
1231216,"Massachusetts Institute of Technology",Cambridge,021394301,6172531000,"77 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1231286,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1231319,"Harvard University",Cambridge,021383846,6174955501,"1350 MASSACHUSETTS AVE","United States",Massachusetts,MA,NULL,NULL
1231620,"University of Memphis",Memphis,381523370,9016782533,"Administration 315","United States",Tennessee,TN,NULL,NULL
1231816,"Cornell University",Ithaca,148502820,6072555014,"373 Pine Tree Road","United States","New York",NY,NULL,NULL
1231872,"Arizona State University",TEMPE,852816011,4809655479,ORSPA,"United States",Arizona,AZ,NULL,NULL
1232052,"University of Wisconsin-Oshkosh",Oshkosh,549013551,9204241415,"800 Algoma Boulevard","United States",Wisconsin,WI,NULL,NULL
1232294,"University of New Mexico",ALBUQUERQUE,871310001,5052774186,"1700 Lomas Blvd. NE, Suite 2200","United States","New Mexico",NM,NULL,NULL
1232429,"Old Dominion University Research Foundation",NORFOLK,235082561,7576834293,"4111 Monarch Way","United States",Virginia,VA,NULL,NULL
1232477,"Brown University",Providence,029121929,4018632777,"BOX 1929","United States","Rhode Island",RI,NULL,NULL
1232498,"American Institute of Chemical Engineers","New York",100160000,6464951350,"3 Park Avenue","United States","New York",NY,NULL,NULL
1232624,"Washington and Lee University",Lexington,244502116,5404588425,"204 W. Washington St.","United States",Virginia,VA,NULL,NULL
1232760,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1232901,"University of Massachusetts, Dartmouth","North Dartmouth",027472300,5089998953,"285 Old Westport Road","United States",Massachusetts,MA,NULL,NULL
1232965,"University of Wisconsin-Madison",MADISON,537151218,6082623822,"21 North Park Street","United States",Wisconsin,WI,NULL,NULL
1232979,"Wright State University",Dayton,454350001,9377752425,"3640 Colonel Glenn Highway","United States",Ohio,OH,NULL,NULL
1232986,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1232991,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1233000,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1233006,"University of Alabama Tuscaloosa",TUSCALOOSA,354870104,2053485152,"801 University Blvd.","United States",Alabama,AL,NULL,NULL
1233011,"Florida International University",Miami,331990001,3053482494,"11200 SW 8TH ST","United States",Florida,FL,NULL,NULL
1233140,"Brown University",Providence,029121929,4018632777,"BOX 1929","United States","Rhode Island",RI,NULL,NULL
1233248,"University of California-Santa Barbara","SANTA BARBARA",931062050,8058934188,"Office of Research","United States",California,CA,NULL,NULL
1233261,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1233272,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1233289,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1233339,"Stanford University","Palo Alto",943041212,6507232300,"3160 Porter Drive","United States",California,CA,NULL,NULL
1233458,"NOAA Air Resources laboratory","Oak Ridge",378311327,6155761233,NULL,"United States",Tennessee,TN,NULL,NULL
1233484,"Purdue University","West Lafayette",479072114,7654941055,"Young Hall","United States",Indiana,IN,NULL,NULL
1233648,"University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,8585341293,"8602 La Jolla Shores Dr","United States",California,CA,NULL,NULL
1233654,"Woods Hole Oceanographic Institution","WOODS HOLE",025431041,5082892462,"183 OYSTER POND ROAD","United States",Massachusetts,MA,NULL,NULL
1233688,"Columbia University","NEW YORK",100276902,2128546851,"2960 Broadway","United States","New York",NY,NULL,NULL
1233706,"Bermuda Institute of Ocean Sciences (BIOS), Inc.","St. George's GE01",NULL,4412971880,"17 Biological Station",Bermuda,NULL,NULL,NULL,NULL
1233722,"SRI International","MENLO PARK",940253493,6508592651,"333 RAVENSWOOD AVE","United States",California,CA,NULL,NULL
1233733,"University of California-San Diego Scripps Inst of Oceanography","LA JOLLA",920930210,8585341293,"8602 La Jolla Shores Dr","United States",California,CA,NULL,NULL
1233882,"Bermuda Institute of Ocean Sciences (BIOS), Inc.","St. George's GE01",NULL,4412971880,"17 Biological Station",Bermuda,NULL,NULL,NULL,NULL
1233903,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1234162,"University of Minnesota-Twin Cities",Minneapolis,554552070,6126245599,"200 OAK ST SE","United States",Minnesota,MN,NULL,NULL
1234178,"University of Missouri-Columbia",COLUMBIA,652111230,5738827560,"310 JESSE HALL","United States",Missouri,MO,NULL,NULL
